Song,Date,Total Number of Plays for Date
song939,2022-08-29,1
song603,2022-08-29,1
song786,2022-06-06,1
song252,2022-02-15,2
song519,2022-04-21,2
song76,2022-07-07,1
song58,2022-12-28,1
song824,2022-05-23,1
song114,2022-03-03,1
song676,2022-12-04,1
song675,2022-07-09,1
song711,2022-12-27,1
song401,2022-09-03,2
song782,2022-02-05,1
song357,2022-02-04,3
song318,2022-03-07,1
song377,2022-10-13,1
song667,2022-11-15,1
song787,2022-05-14,2
song913,2022-02-08,2
song677,2022-04-29,1
song281,2022-07-04,1
song420,2022-02-11,1
song480,2022-04-09,1
song931,2022-09-03,1
song142,2022-10-24,1
song673,2022-04-28,1
song720,2022-09-14,2
song183,2022-12-30,1
song166,2022-09-18,1
song399,2022-03-26,2
song783,2022-10-08,1
song336,2022-05-07,1
song291,2022-06-06,1
song933,2022-07-02,1
song635,2022-03-06,1
song815,2022-11-29,1
song716,2022-12-24,1
song607,2022-07-16,1
song768,2022-10-17,1
song774,2022-09-10,1
song817,2022-07-09,1
song451,2022-08-03,1
song546,2022-10-02,1
song961,2022-04-03,1
song429,2022-05-03,1
song214,2022-12-19,1
song432,2022-04-26,1
song431,2022-12-15,1
song294,2022-05-31,1
song272,2022-10-17,2
song56,2022-08-06,1
song754,2022-06-19,1
song999,2022-11-10,1
song874,2022-05-01,1
song84,2022-01-11,1
song806,2022-09-27,2
song229,2022-11-16,1
song476,2022-05-27,1
song616,2022-12-23,1
song719,2022-11-19,1
song710,2022-02-16,1
song887,2022-07-18,1
song793,2022-10-03,1
song547,2022-11-26,1
song67,2022-03-12,1
song494,2022-11-25,2
song67,2022-02-24,1
song587,2022-03-28,1
song645,2022-09-27,1
song978,2022-01-16,2
song726,2022-11-28,1
song798,2022-11-19,1
song575,2022-05-16,1
song707,2022-06-16,1
song804,2022-04-30,1
song884,2022-04-04,1
song325,2022-12-20,2
song37,2022-01-28,1
song711,2022-01-11,1
song451,2022-04-27,2
song887,2022-02-17,1
song150,2022-09-09,1
song883,2022-09-17,1
song673,2022-08-09,1
song7,2022-08-09,1
song766,2022-05-29,1
song670,2022-09-28,1
song844,2022-03-13,1
song842,2022-03-19,1
song429,2022-09-12,2
song967,2022-01-19,1
song206,2022-04-11,1
song108,2022-07-07,1
song865,2022-06-22,1
song549,2022-06-18,1
song179,2022-02-20,1
song63,2022-02-12,1
song221,2022-04-02,1
song653,2022-02-26,1
song582,2022-01-18,1
song877,2022-04-05,1
song92,2022-05-17,2
song521,2022-01-28,1
song954,2022-10-01,1
song133,2022-12-10,1
song618,2022-10-16,1
song489,2022-11-18,2
song260,2022-08-23,2
song782,2022-05-18,1
song83,2022-12-28,1
song94,2022-09-04,1
song318,2022-06-15,1
song574,2022-10-22,1
song55,2022-10-29,1
song303,2022-02-20,1
song105,2022-11-06,3
song925,2022-01-04,1
song98,2022-11-07,1
song55,2022-05-20,1
song890,2022-12-13,1
song824,2022-03-06,1
song516,2022-09-02,1
song195,2022-04-04,3
song231,2022-11-27,1
song496,2022-12-23,1
song829,2022-09-15,1
song307,2022-09-06,1
song158,2022-12-10,1
song489,2022-12-16,1
song187,2022-03-17,1
song958,2022-06-26,2
song39,2022-03-19,1
song781,2022-04-07,2
song755,2022-10-01,1
song589,2022-05-17,1
song836,2022-05-01,1
song745,2022-06-26,1
song943,2022-06-04,1
song163,2022-03-30,1
song747,2022-06-06,1
song60,2022-10-31,1
song229,2022-09-27,1
song359,2022-05-06,1
song262,2022-09-19,1
song361,2022-02-17,1
song298,2022-04-30,1
song753,2022-07-30,1
song199,2022-09-21,1
song446,2022-09-29,1
song198,2022-10-29,2
song316,2022-10-08,1
song275,2022-11-19,1
song561,2022-11-23,1
song943,2022-03-24,1
song643,2022-11-28,1
song432,2022-06-21,1
song732,2022-08-31,1
song503,2022-06-30,1
song541,2022-02-05,1
song914,2022-06-25,1
song775,2022-06-18,1
song827,2022-11-21,1
song131,2022-07-18,1
song954,2022-03-06,1
song730,2022-03-25,1
song479,2022-05-08,2
song325,2022-10-28,1
song245,2022-02-22,1
song549,2022-12-28,2
song515,2022-06-22,1
song27,2022-04-11,1
song641,2022-08-25,1
song801,2022-06-17,2
song548,2022-07-08,1
song508,2022-07-18,2
song434,2022-11-20,1
song911,2022-07-08,1
song92,2022-11-25,1
song605,2022-01-25,1
song489,2022-03-12,1
song93,2022-03-12,1
song4,2022-12-23,1
song42,2022-11-20,1
song977,2022-01-22,1
song541,2022-05-14,1
song469,2022-06-29,1
song121,2022-01-10,1
song526,2022-07-11,1
song498,2022-08-07,1
song557,2022-06-23,2
song476,2022-11-21,1
song824,2022-09-27,1
song704,2022-09-04,1
song482,2022-01-31,2
song901,2022-04-29,1
song707,2022-11-27,1
song133,2022-10-21,1
song199,2022-05-17,1
song458,2022-05-28,1
song380,2022-09-14,1
song564,2022-08-15,2
song856,2022-02-03,1
song999,2022-10-22,1
song106,2022-12-24,1
song959,2022-04-27,1
song637,2022-05-02,1
song152,2022-04-21,1
song557,2022-03-25,1
song316,2022-04-17,1
song145,2022-04-09,1
song642,2022-02-14,1
song986,2022-12-12,1
song831,2022-06-30,1
song265,2022-03-26,1
song109,2022-09-24,2
song126,2022-04-13,1
song82,2022-02-02,1
song703,2022-06-26,1
song708,2022-11-08,1
song771,2022-02-24,1
song242,2022-02-14,1
song309,2022-11-22,1
song741,2022-10-07,1
song885,2022-07-14,1
song20,2022-07-15,1
song426,2022-03-21,1
song599,2022-05-13,1
song226,2022-11-05,2
song81,2022-02-03,3
song194,2022-10-13,1
song761,2022-04-28,1
song998,2022-11-25,1
song810,2022-10-28,1
song928,2022-09-09,1
song973,2022-03-25,1
song280,2022-04-08,1
song114,2022-12-30,1
song46,2022-06-13,2
song734,2022-09-08,1
song71,2022-03-20,1
song19,2022-09-08,1
song907,2022-07-11,1
song530,2022-04-05,1
song616,2022-04-01,1
song550,2022-09-07,1
song643,2022-11-02,1
song826,2022-03-26,1
song207,2022-09-18,3
song508,2022-09-16,1
song115,2022-03-17,1
song275,2022-03-29,1
song563,2022-03-31,1
song957,2022-11-14,2
song533,2022-06-17,1
song331,2022-11-19,1
song577,2022-10-08,3
song602,2022-11-12,1
song502,2022-02-11,1
song658,2022-04-12,1
song784,2022-04-02,1
song755,2022-01-13,2
song778,2022-06-29,1
song40,2022-03-06,1
song0,2022-06-21,1
song159,2022-07-15,1
song794,2022-08-12,1
song922,2022-01-15,3
song207,2022-05-24,1
song308,2022-02-18,1
song727,2022-05-24,1
song275,2022-03-21,1
song123,2022-10-01,1
song895,2022-06-06,1
song71,2022-10-02,1
song349,2022-03-15,2
song104,2022-12-06,1
song662,2022-10-09,1
song133,2022-12-26,1
song962,2022-09-08,1
song626,2022-05-03,1
song701,2022-08-28,1
song623,2022-08-21,1
song566,2022-06-24,1
song700,2022-11-26,1
song317,2022-02-11,1
song671,2022-11-18,1
song436,2022-08-08,1
song994,2022-09-08,1
song104,2022-01-22,1
song699,2022-05-06,1
song946,2022-07-13,1
song613,2022-02-23,1
song665,2022-09-13,1
song895,2022-10-29,1
song636,2022-09-27,1
song775,2022-08-19,1
song139,2022-11-24,1
song654,2022-03-22,1
song752,2022-08-02,1
song335,2022-10-21,1
song35,2022-08-16,2
song236,2022-06-05,1
song968,2022-05-14,3
song532,2022-01-15,1
song201,2022-05-22,1
song531,2022-04-26,1
song763,2022-10-31,1
song358,2022-04-25,1
song33,2022-03-22,1
song943,2022-02-26,1
song162,2022-07-07,3
song346,2022-07-01,1
song711,2022-12-26,1
song689,2022-05-12,1
song773,2022-02-01,1
song438,2022-08-01,1
song947,2022-09-15,1
song569,2022-06-04,1
song501,2022-04-22,1
song532,2022-10-12,1
song459,2022-10-22,1
song843,2022-11-02,1
song884,2022-03-11,1
song333,2022-04-10,1
song517,2022-09-03,1
song93,2022-09-19,1
song321,2022-03-11,1
song177,2022-03-09,3
song982,2022-05-27,1
song88,2022-12-01,1
song799,2022-06-08,1
song244,2022-06-07,1
song573,2022-03-01,1
song68,2022-09-29,1
song672,2022-06-22,1
song218,2022-04-28,1
song396,2022-01-19,1
song506,2022-05-06,1
song246,2022-11-06,1
song846,2022-01-09,2
song782,2022-05-19,1
song971,2022-01-08,1
song962,2022-10-07,1
song647,2022-02-18,1
song856,2022-08-28,2
song397,2022-01-26,2
song253,2022-02-06,1
song792,2022-01-31,1
song564,2022-09-27,1
song522,2022-03-28,1
song946,2022-02-27,1
song192,2022-06-18,1
song924,2022-09-08,1
song548,2022-07-09,2
song315,2022-11-29,1
song682,2022-06-30,1
song262,2022-10-01,1
song387,2022-07-24,1
song585,2022-03-10,1
song464,2022-03-01,1
song673,2022-08-25,1
song835,2022-12-29,1
song597,2022-03-10,1
song50,2022-08-15,1
song321,2022-01-25,2
song33,2022-09-13,1
song832,2022-06-09,1
song826,2022-12-18,2
song883,2022-08-29,1
song647,2022-12-15,1
song285,2022-02-28,1
song132,2022-02-23,1
song971,2022-04-20,2
song553,2022-08-17,1
song322,2022-03-26,1
song337,2022-07-11,2
song36,2022-12-28,3
song924,2022-10-18,1
song305,2022-12-25,1
song805,2022-04-03,2
song73,2022-03-08,1
song899,2022-07-15,1
song49,2022-01-06,1
song365,2022-11-08,1
song706,2022-08-11,1
song555,2022-02-28,2
song855,2022-09-19,1
song238,2022-03-25,1
song975,2022-06-21,1
song901,2022-06-04,1
song173,2022-05-04,1
song125,2022-06-29,1
song385,2022-11-24,1
song859,2022-01-14,1
song540,2022-07-11,1
song449,2022-05-05,1
song190,2022-05-20,1
song547,2022-06-11,2
song419,2022-02-08,1
song482,2022-12-16,1
song844,2022-01-30,1
song811,2022-01-01,1
song770,2022-05-07,1
song960,2022-08-09,1
song390,2022-12-15,1
song773,2022-07-03,1
song305,2022-08-12,1
song652,2022-07-19,1
song547,2022-12-28,1
song819,2022-10-02,1
song661,2022-09-21,1
song704,2022-08-04,1
song954,2022-08-27,1
song333,2022-05-05,1
song115,2022-10-25,1
song109,2022-12-22,1
song206,2022-07-13,1
song527,2022-03-14,1
song469,2022-04-30,2
song540,2022-05-02,1
song683,2022-03-31,2
song138,2022-03-08,1
song228,2022-05-16,1
song776,2022-12-08,1
song368,2022-07-01,2
song3,2022-01-24,2
song966,2022-03-15,1
song200,2022-06-30,1
song145,2022-03-30,2
song80,2022-11-01,3
song690,2022-09-29,1
song764,2022-06-29,1
song373,2022-07-21,1
song304,2022-05-18,3
song763,2022-01-12,1
song585,2022-08-09,1
song197,2022-05-10,1
song357,2022-08-23,1
song99,2022-10-06,1
song766,2022-12-17,1
song513,2022-02-06,1
song695,2022-03-01,2
song574,2022-05-08,1
song418,2022-07-15,1
song751,2022-11-06,1
song790,2022-06-07,2
song390,2022-12-30,1
song330,2022-11-23,1
song622,2022-02-21,1
song448,2022-02-22,1
song899,2022-02-21,1
song151,2022-06-29,1
song927,2022-04-28,1
song764,2022-07-20,1
song426,2022-06-04,1
song541,2022-06-21,1
song391,2022-04-27,1
song885,2022-11-15,1
song175,2022-12-12,1
song929,2022-07-14,1
song432,2022-12-02,1
song462,2022-12-10,1
song973,2022-09-05,1
song113,2022-12-24,1
song18,2022-11-10,1
song474,2022-05-28,1
song910,2022-06-20,1
song202,2022-01-19,1
song353,2022-06-28,1
song589,2022-12-14,1
song723,2022-03-22,1
song515,2022-07-30,1
song780,2022-06-09,2
song388,2022-04-17,2
song851,2022-01-10,1
song208,2022-03-15,2
song628,2022-12-09,1
song128,2022-06-10,2
song958,2022-10-03,1
song22,2022-04-10,1
song433,2022-01-22,1
song189,2022-01-22,1
song128,2022-09-17,1
song508,2022-03-03,1
song883,2022-09-12,1
song624,2022-12-27,1
song458,2022-01-31,1
song383,2022-03-11,1
song338,2022-04-09,1
song253,2022-04-22,1
song655,2022-07-21,1
song62,2022-03-13,5
song970,2022-03-03,1
song720,2022-07-24,1
song808,2022-06-24,1
song969,2022-09-06,1
song22,2022-05-31,1
song247,2022-10-09,1
song781,2022-04-05,1
song300,2022-01-18,1
song589,2022-04-06,1
song521,2022-04-19,1
song193,2022-08-04,1
song217,2022-11-22,1
song651,2022-10-05,1
song633,2022-09-25,1
song595,2022-08-29,1
song459,2022-09-01,1
song628,2022-05-12,1
song595,2022-06-19,1
song855,2022-02-22,1
song372,2022-03-27,1
song748,2022-07-01,1
song622,2022-10-23,1
song498,2022-10-15,1
song204,2022-05-18,1
song196,2022-01-17,1
song72,2022-10-26,1
song80,2022-10-25,2
song870,2022-06-18,1
song323,2022-02-22,2
song830,2022-06-18,2
song820,2022-03-06,1
song930,2022-08-30,1
song837,2022-08-30,2
song964,2022-12-12,1
song630,2022-12-19,1
song360,2022-11-12,1
song60,2022-11-08,1
song260,2022-09-04,1
song863,2022-04-23,1
song976,2022-09-17,1
song730,2022-01-18,1
song422,2022-06-13,1
song294,2022-02-06,1
song505,2022-03-09,1
song848,2022-11-05,2
song231,2022-02-24,1
song129,2022-03-16,1
song639,2022-02-10,1
song593,2022-05-31,2
song284,2022-05-17,1
song798,2022-06-19,1
song820,2022-10-13,1
song345,2022-10-12,1
song45,2022-04-04,1
song298,2022-05-13,1
song58,2022-08-03,2
song805,2022-01-05,1
song826,2022-01-08,1
song827,2022-05-24,1
song460,2022-03-10,1
song402,2022-01-13,1
song334,2022-02-03,1
song939,2022-05-20,1
song506,2022-07-30,1
song243,2022-03-09,1
song802,2022-10-07,1
song888,2022-03-08,1
song963,2022-04-23,1
song433,2022-02-12,2
song129,2022-01-22,1
song597,2022-03-08,1
song27,2022-04-27,1
song326,2022-02-10,1
song265,2022-07-04,1
song690,2022-01-10,2
song768,2022-03-03,1
song969,2022-03-13,2
song35,2022-11-12,1
song86,2022-03-11,1
song120,2022-09-09,1
song640,2022-02-14,1
song160,2022-10-22,1
song101,2022-10-15,1
song281,2022-11-03,1
song108,2022-08-21,1
song99,2022-03-22,1
song360,2022-09-08,1
song140,2022-02-06,1
song459,2022-01-04,1
song236,2022-05-13,1
song53,2022-11-26,1
song748,2022-01-14,1
song809,2022-10-17,1
song196,2022-05-03,1
song417,2022-10-02,1
song141,2022-02-23,1
song483,2022-07-25,1
song179,2022-02-05,1
song953,2022-08-27,1
song315,2022-09-23,1
song281,2022-12-06,1
song967,2022-03-21,1
song461,2022-11-25,1
song872,2022-09-11,1
song405,2022-04-28,1
song760,2022-05-10,1
song691,2022-01-22,1
song64,2022-09-02,1
song539,2022-03-14,1
song800,2022-06-06,2
song453,2022-08-15,1
song775,2022-11-22,1
song825,2022-12-09,1
song177,2022-11-20,1
song124,2022-07-08,1
song603,2022-11-04,1
song696,2022-04-17,1
song543,2022-05-01,1
song943,2022-04-26,2
song656,2022-03-03,1
song439,2022-02-16,1
song999,2022-03-16,1
song262,2022-03-11,1
song381,2022-07-21,1
song512,2022-08-29,1
song148,2022-08-13,1
song640,2022-12-19,1
song776,2022-03-25,1
song56,2022-07-11,1
song230,2022-12-09,1
song599,2022-10-19,1
song392,2022-09-28,1
song717,2022-12-11,1
song94,2022-10-10,1
song342,2022-11-27,2
song474,2022-05-19,1
song452,2022-03-19,1
song122,2022-10-01,1
song803,2022-12-27,1
song750,2022-02-09,1
song221,2022-02-01,1
song775,2022-09-06,1
song972,2022-01-05,1
song944,2022-03-24,2
song487,2022-02-25,1
song977,2022-03-19,1
song212,2022-06-26,2
song40,2022-09-19,1
song160,2022-11-25,1
song289,2022-09-02,1
song123,2022-11-24,1
song426,2022-12-14,1
song151,2022-02-02,1
song308,2022-02-20,1
song539,2022-08-25,1
song492,2022-09-23,1
song254,2022-08-15,1
song134,2022-10-04,1
song133,2022-09-12,1
song26,2022-11-09,1
song896,2022-08-23,1
song720,2022-01-21,2
song861,2022-07-31,1
song231,2022-09-10,1
song391,2022-01-19,1
song743,2022-09-05,3
song127,2022-06-17,1
song266,2022-09-20,1
song727,2022-10-13,1
song893,2022-04-22,2
song197,2022-10-08,1
song728,2022-09-27,1
song101,2022-03-07,1
song82,2022-11-13,1
song421,2022-11-27,1
song942,2022-01-28,1
song453,2022-12-24,1
song512,2022-05-24,1
song400,2022-04-24,1
song789,2022-03-06,1
song862,2022-02-21,1
song148,2022-08-17,1
song143,2022-11-14,1
song780,2022-09-08,1
song343,2022-08-15,1
song961,2022-12-04,1
song642,2022-06-29,1
song911,2022-01-13,2
song1,2022-01-06,1
song735,2022-10-29,1
song105,2022-05-11,1
song650,2022-05-07,1
song441,2022-08-30,1
song480,2022-01-31,1
song728,2022-11-18,1
song147,2022-05-26,1
song549,2022-10-31,1
song644,2022-09-02,1
song668,2022-03-19,1
song895,2022-06-29,1
song198,2022-12-22,1
song613,2022-04-02,1
song127,2022-12-06,1
song326,2022-07-11,1
song562,2022-02-12,1
song333,2022-08-04,1
song793,2022-10-07,1
song768,2022-02-24,1
song558,2022-06-16,1
song996,2022-01-05,1
song556,2022-11-09,2
song532,2022-06-21,1
song128,2022-08-31,1
song841,2022-11-26,1
song448,2022-07-13,1
song973,2022-03-22,1
song858,2022-01-05,1
song945,2022-11-20,1
song506,2022-12-12,1
song431,2022-05-12,1
song267,2022-09-25,1
song724,2022-04-16,1
song18,2022-01-09,1
song524,2022-09-13,1
song747,2022-11-11,1
song26,2022-07-12,1
song500,2022-09-27,1
song985,2022-12-14,1
song131,2022-11-29,1
song610,2022-10-11,1
song153,2022-06-15,1
song383,2022-09-08,1
song393,2022-11-19,1
song483,2022-12-13,2
song844,2022-09-07,1
song879,2022-11-13,1
song176,2022-04-24,2
song445,2022-03-17,2
song275,2022-01-12,2
song875,2022-02-05,2
song682,2022-08-07,1
song346,2022-10-20,1
song427,2022-02-09,1
song938,2022-04-07,1
song920,2022-07-22,1
song53,2022-12-20,2
song207,2022-09-12,2
song112,2022-08-10,1
song520,2022-06-27,1
song255,2022-05-26,2
song575,2022-06-20,1
song368,2022-01-07,1
song300,2022-04-16,1
song742,2022-11-11,1
song520,2022-08-04,1
song215,2022-05-17,1
song686,2022-02-22,2
song945,2022-01-24,1
song290,2022-04-23,1
song475,2022-09-02,1
song619,2022-03-03,1
song245,2022-05-14,1
song66,2022-08-10,2
song29,2022-03-13,1
song25,2022-08-12,1
song511,2022-04-18,1
song754,2022-03-21,1
song515,2022-11-06,1
song680,2022-12-12,1
song909,2022-11-17,1
song896,2022-10-25,1
song797,2022-07-08,1
song447,2022-08-18,1
song236,2022-08-14,1
song754,2022-05-01,1
song58,2022-12-10,1
song875,2022-04-15,1
song636,2022-06-17,1
song723,2022-05-13,1
song704,2022-11-17,1
song818,2022-08-26,1
song667,2022-08-10,1
song525,2022-06-27,1
song326,2022-03-12,1
song689,2022-03-09,1
song579,2022-04-15,1
song350,2022-03-12,1
song790,2022-04-27,1
song211,2022-02-20,1
song720,2022-04-06,1
song870,2022-03-20,2
song296,2022-11-12,1
song676,2022-08-13,1
song175,2022-10-15,1
song981,2022-05-11,1
song50,2022-05-18,1
song757,2022-01-12,1
song462,2022-05-19,1
song604,2022-04-04,2
song307,2022-10-09,1
song633,2022-10-10,2
song706,2022-04-26,1
song948,2022-01-27,1
song344,2022-09-07,1
song204,2022-06-17,1
song612,2022-11-01,1
song883,2022-07-14,1
song680,2022-09-18,1
song630,2022-12-09,1
song34,2022-01-15,1
song348,2022-07-14,1
song661,2022-12-05,1
song944,2022-03-13,1
song692,2022-03-31,1
song32,2022-08-18,1
song190,2022-04-15,1
song185,2022-11-08,1
song314,2022-03-06,1
song158,2022-11-15,1
song792,2022-01-23,1
song699,2022-09-29,1
song372,2022-07-23,1
song744,2022-03-29,1
song554,2022-04-03,1
song7,2022-01-21,2
song765,2022-09-01,1
song809,2022-09-24,1
song771,2022-06-01,1
song66,2022-05-01,1
song90,2022-08-03,1
song333,2022-09-02,1
song824,2022-05-15,1
song217,2022-02-04,1
song231,2022-06-13,1
song278,2022-07-02,1
song731,2022-04-26,1
song819,2022-12-29,3
song891,2022-02-09,1
song536,2022-04-20,1
song647,2022-08-29,2
song495,2022-07-01,1
song871,2022-12-01,1
song551,2022-06-06,1
song719,2022-03-07,1
song737,2022-11-03,1
song761,2022-08-18,1
song927,2022-02-09,1
song218,2022-06-16,2
song221,2022-04-21,1
song622,2022-04-21,1
song82,2022-03-24,1
song213,2022-02-20,1
song580,2022-09-19,1
song572,2022-08-30,1
song304,2022-04-09,2
song201,2022-03-25,1
song583,2022-03-14,1
song461,2022-12-03,1
song980,2022-08-14,3
song953,2022-12-23,1
song136,2022-04-06,1
song114,2022-07-29,1
song383,2022-04-04,1
song936,2022-01-20,1
song196,2022-04-05,2
song221,2022-04-19,1
song543,2022-06-13,1
song818,2022-07-14,1
song129,2022-10-19,2
song989,2022-10-15,1
song849,2022-07-09,1
song976,2022-12-11,2
song936,2022-11-10,1
song548,2022-03-03,1
song102,2022-03-24,1
song363,2022-01-15,1
song971,2022-09-09,1
song43,2022-01-30,1
song868,2022-11-15,1
song537,2022-07-23,1
song205,2022-12-09,1
song182,2022-06-21,1
song13,2022-03-07,1
song146,2022-04-21,1
song264,2022-10-28,1
song236,2022-02-19,3
song65,2022-05-05,2
song201,2022-06-29,1
song48,2022-02-21,1
song574,2022-04-17,1
song466,2022-02-15,2
song875,2022-03-10,1
song441,2022-07-30,2
song114,2022-02-15,1
song484,2022-07-26,1
song29,2022-06-06,1
song334,2022-12-10,1
song748,2022-06-19,1
song416,2022-06-20,2
song428,2022-02-18,1
song429,2022-04-18,1
song348,2022-07-04,1
song184,2022-04-12,1
song280,2022-09-24,2
song804,2022-05-13,2
song44,2022-05-19,1
song429,2022-11-11,1
song977,2022-05-18,1
song232,2022-01-09,1
song352,2022-06-24,2
song473,2022-10-17,1
song665,2022-05-15,1
song342,2022-04-17,1
song629,2022-10-29,1
song921,2022-07-31,1
song706,2022-08-06,1
song458,2022-12-13,1
song672,2022-12-16,1
song875,2022-09-03,1
song408,2022-08-19,1
song447,2022-07-31,1
song83,2022-10-10,1
song819,2022-10-25,2
song846,2022-04-17,1
song244,2022-02-11,1
song922,2022-01-19,1
song832,2022-09-19,1
song315,2022-09-17,1
song819,2022-07-26,1
song478,2022-09-23,1
song857,2022-04-09,1
song455,2022-07-25,1
song266,2022-07-18,1
song996,2022-08-09,2
song575,2022-03-21,2
song983,2022-02-12,1
song350,2022-08-30,1
song142,2022-12-26,1
song617,2022-10-15,1
song141,2022-05-22,1
song530,2022-04-18,1
song830,2022-12-01,1
song172,2022-06-28,1
song620,2022-07-04,1
song921,2022-06-18,1
song335,2022-01-14,2
song571,2022-06-02,1
song170,2022-04-25,1
song612,2022-05-07,1
song784,2022-07-16,1
song414,2022-05-14,1
song974,2022-07-15,1
song873,2022-02-10,2
song784,2022-12-22,1
song177,2022-01-08,1
song83,2022-06-22,1
song72,2022-05-06,1
song280,2022-07-14,1
song262,2022-06-26,1
song39,2022-08-11,2
song353,2022-08-14,1
song511,2022-10-30,1
song524,2022-02-15,1
song498,2022-08-10,1
song249,2022-09-08,1
song238,2022-02-21,1
song701,2022-08-05,1
song832,2022-01-20,2
song214,2022-12-24,2
song714,2022-02-25,1
song747,2022-07-23,2
song79,2022-01-21,1
song810,2022-03-01,1
song335,2022-01-20,1
song595,2022-04-21,1
song368,2022-11-24,1
song690,2022-04-12,1
song504,2022-04-15,1
song321,2022-05-24,1
song377,2022-08-07,2
song857,2022-04-14,1
song589,2022-04-11,1
song684,2022-10-27,2
song784,2022-01-13,1
song844,2022-02-19,1
song303,2022-07-10,1
song256,2022-03-12,1
song131,2022-08-07,1
song634,2022-04-29,1
song733,2022-12-11,1
song942,2022-11-05,1
song93,2022-04-13,1
song316,2022-03-22,1
song24,2022-08-16,1
song746,2022-04-23,2
song774,2022-05-22,1
song728,2022-08-12,2
